InvoiceLineID,CustomerCode,TransactionID,Description,Year,Month,Day,PackageTypeID,Quantity,Sales,TotalDryItems,TotalChillerItems
31025,827,17395,Ride on toy sedan car (Green) 1/12 scale,2018,7,3,7,5,1150,1,0
31026,981,17275,RC vintage American toy coupe with remote control (Black) 1/50 scale,2018,7,3,7,9,270,3,0
31027,981,17275,Ride on toy sedan car (Green) 1/12 scale,2018,7,3,7,9,2070,3,0
31028,981,17275,Clear packaging tape 48mmx100m,2018,7,3,7,160,640,3,0
31029,187,12189,Bubblewrap dispenser (Blue) 1.5m,2018,7,3,7,8,1920,4,0
31030,187,12189,Permanent marker black 5mm nib (Black) 5mm,2018,7,3,7,84,252,4,0
31031,187,12189,Furry animal socks (Pink) L,2018,7,3,10,84,420,4,0
31032,187,12189,Air cushion machine (Blue),2018,7,3,7,10,18990,4,0
31033,195,11348,Halloween skull mask (Gray) S,2018,7,3,7,72,1296,4,0
31034,195,11348,DBA joke mug - SELECT caffeine FROM mug (White),2018,7,3,7,9,117,4,0
31035,195,11348,Superhero action jacket (Blue) 5XL,2018,7,3,7,2,68,4,0
31036,195,11348,"""The Gu"" red shirt XML tag t-shirt (White) XXL",2018,7,3,7,60,1080,4,0
31037,893,17049,Dinosaur battery-powered slippers (Green) M,2018,7,3,7,2,64,2,0
31038,893,17049,Express post box 5kg (White) 350x280x130mm,2018,7,3,7,250,250,2,0
31039,12,19405,10 mm Anti static bubble wrap (Blue) 10m,2018,7,3,7,40,1040,5,0
31040,12,19405,Halloween skull mask (Gray) XL,2018,7,3,7,108,1944,5,0
31041,12,19405,Shipping carton (Brown) 356x229x229mm,2018,7,3,7,150,150,5,0
31042,12,19405,"""The Gu"" red shirt XML tag t-shirt (Black) XXS",2018,7,3,7,24,432,5,0
31043,12,19405,"""The Gu"" red shirt XML tag t-shirt (White) XL",2018,7,3,7,60,1080,5,0
31044,1003,18951,Superhero action jacket (Blue) 5XL,2018,7,3,7,7,238,4,0
31045,1003,18951,"""The Gu"" red shirt XML tag t-shirt (White) S",2018,7,3,7,24,432,4,0
31046,1003,18951,Air cushion machine (Blue),2018,7,3,7,9,17091,4,0
31047,1003,18951,Developer joke mug - inheritance is the OO way to become wealthy (Black),2018,7,3,7,4,52,4,0
31048,829,15981,Permanent marker blue 5mm nib (Blue) 5mm,2018,7,3,7,48,144,4,0
31049,829,15981,USB food flash drive - fortune cookie,2018,7,3,7,10,320,4,0
31050,829,15981,"""The Gu"" red shirt XML tag t-shirt (White) 6XL",2018,7,3,7,60,1080,4,0
31051,829,15981,Dinosaur battery-powered slippers (Green) S,2018,7,3,7,4,128,4,0
31052,116,12431,Halloween skull mask (Gray) S,2018,7,3,7,84,1512,5,0
31053,116,12431,Ride on vintage American toy coupe (Black) 1/12 scale,2018,7,3,7,8,2280,5,0
31054,116,12431,Alien officer hoodie (Black) XL,2018,7,3,7,3,105,5,0
31055,116,12431,Dinosaur battery-powered slippers (Green) M,2018,7,3,7,6,192,5,0
31056,116,12431,Developer joke mug - that's a hardware problem (Black),2018,7,3,7,9,117,5,0
31057,418,15622,Plush shark slippers (Gray) S,2018,7,3,7,9,288,4,0
31058,418,15622,Developer joke mug - Oct 31 = Dec 25 (Black),2018,7,3,7,9,117,4,0
31059,418,15622,Animal with big feet slippers (Brown) S,2018,7,3,7,2,64,4,0
31060,418,15622,Furry animal socks (Pink) XL,2018,7,3,10,120,600,4,0
31061,475,14634,"""The Gu"" red shirt XML tag t-shirt (White) 6XL",2018,7,3,7,36,648,5,0
31062,475,14634,10 mm Anti static bubble wrap (Blue) 10m,2018,7,3,7,90,2340,5,0
31063,475,14634,Superhero action jacket (Blue) S,2018,7,3,7,2,50,5,0
31064,475,14634,RC toy sedan car with remote control (Yellow) 1/50 scale,2018,7,3,7,2,50,5,0
31065,475,14634,Black and orange this way up despatch tape 48mmx75m,2018,7,3,7,168,672,5,0
31066,6,13684,"""The Gu"" red shirt XML tag t-shirt (White) 3XS",2018,7,3,7,120,2160,4,0
31067,6,13684,Ride on toy sedan car (Yellow) 1/12 scale,2018,7,3,7,8,1840,4,0
31068,6,13684,DBA joke mug - two types of DBAs (Black),2018,7,3,7,7,91,4,0
31069,6,13684,Developer joke mug - a foo walks into a bar (Black),2018,7,3,7,2,26,4,0
31070,863,15642,Developer joke mug - inheritance is the OO way to become wealthy (White),2018,7,3,7,3,39,4,0
31071,863,15642,Superhero action jacket (Blue) 3XS,2018,7,3,7,9,225,4,0
31072,863,15642,"""The Gu"" red shirt XML tag t-shirt (Black) M",2018,7,3,7,96,1728,4,0
31073,863,15642,Black and orange glass with care despatch tape  48mmx100m,2018,7,3,7,48,192,4,0
31074,114,17174,"""The Gu"" red shirt XML tag t-shirt (Black) XXS",2018,7,3,7,84,1512,4,0
31075,114,17174,Ride on toy sedan car (Blue) 1/12 scale,2018,7,3,7,9,2070,4,0
31076,114,17174,Furry gorilla with big eyes slippers (Black) L,2018,7,3,7,7,224,4,0
31077,114,17174,20 mm Double sided bubble wrap 20m,2018,7,3,7,90,2970,4,0
31078,587,12266,Bubblewrap dispenser (Blue) 1.5m,2018,7,3,7,4,960,3,0
31079,587,12266,IT joke mug - keyboard not found … press F1 to continue (White),2018,7,3,7,8,104,3,0
31080,587,12266,Clear packaging tape 48mmx100m,2018,7,3,7,200,800,3,0
31081,108,17270,Developer joke mug - fun was unexpected at this time (Black),2018,7,3,7,7,91,4,0
31082,108,17270,"""The Gu"" red shirt XML tag t-shirt (Black) 3XL",2018,7,3,7,60,1080,4,0
31083,108,17270,Shipping carton (Brown) 305x305x305mm,2018,7,3,7,100,400,4,0
31084,108,17270,Animal with big feet slippers (Brown) L,2018,7,3,7,6,192,4,0
31085,970,13570,Halloween skull mask (Gray) S,2018,7,3,7,24,432,3,0
31086,970,13570,Pack of 12 action figures (variety),2018,7,3,9,4,64,3,0
31087,970,13570,"""The Gu"" red shirt XML tag t-shirt (Black) XS",2018,7,3,7,36,648,3,0
31088,74,18489,RC big wheel monster truck with remote control (Black) 1/50 scale,2018,7,3,7,5,225,3,0
31089,74,18489,RC toy sedan car with remote control (Yellow) 1/50 scale,2018,7,3,7,3,75,3,0
31090,74,18489,"""The Gu"" red shirt XML tag t-shirt (Black) S",2018,7,3,7,108,1944,3,0
31091,1007,10400,DBA joke mug - two types of DBAs (Black),2018,7,3,7,7,91,5,0
31092,1007,10400,RC toy sedan car with remote control (Green) 1/50 scale,2018,7,3,7,7,175,5,0
31093,1007,10400,USB food flash drive - shrimp cocktail,2018,7,3,7,3,96,5,0
31094,1007,10400,Bubblewrap dispenser (Black) 1.5m,2018,7,3,7,4,960,5,0
31095,1007,10400,Shipping carton (Brown) 480x270x320mm,2018,7,3,7,250,750,5,0
31096,926,11960,Animal with big feet slippers (Brown) M,2018,7,3,7,7,224,2,0
31097,926,11960,Developer joke mug - old C developers never die (White),2018,7,3,7,6,78,2,0
31098,122,11160,USB food flash drive - shrimp cocktail,2018,7,3,7,4,128,2,0
31099,122,11160,Developer joke mug - old C developers never die (Black),2018,7,3,7,5,65,2,0
31100,595,17078,Dinosaur battery-powered slippers (Green) L,2018,7,3,7,9,288,4,0
31101,595,17078,Office cube periscope (Black),2018,7,3,7,50,950,4,0
31102,595,17078,Halloween zombie mask (Light Brown) XL,2018,7,3,7,48,864,4,0
31103,595,17078,IT joke mug - hardware: part of the computer that can be kicked (White),2018,7,3,7,6,78,4,0
31104,106,15792,DBA joke mug - daaaaaa-ta (White),2018,7,3,7,5,65,4,0
31105,106,15792,Superhero action jacket (Blue) L,2018,7,3,7,3,90,4,0
31106,106,15792,Developer joke mug - Oct 31 = Dec 25 (White),2018,7,3,7,5,65,4,0
31107,106,15792,IT joke mug - hardware: part of the computer that can be kicked (Black),2018,7,3,7,8,104,4,0
31108,578,17009,DBA joke mug - mind if I join you? (White),2018,7,3,7,1,13,3,0
31109,578,17009,Pack of 12 action figures (female),2018,7,3,9,5,80,3,0
31110,578,17009,Shipping carton (Brown) 480x270x320mm,2018,7,3,7,200,600,3,0
31111,500,14130,RC vintage American toy coupe with remote control (Red) 1/50 scale,2018,7,3,7,1,30,4,0
31112,500,14130,Alien officer hoodie (Black) 3XL,2018,7,3,7,10,350,4,0
31113,500,14130,Developer joke mug - inheritance is the OO way to become wealthy (White),2018,7,3,7,5,65,4,0
31114,500,14130,Developer joke mug - that's a hardware problem (White),2018,7,3,7,6,78,4,0
31115,176,13050,Developer joke mug - when your hammer is C++ (Black),2018,7,3,7,9,117,3,0
31116,176,13050,Furry animal socks (Pink) XL,2018,7,3,10,36,180,3,0
31117,176,13050,USB food flash drive - pizza slice,2018,7,3,7,1,32,3,0
31118,539,17940,Clear packaging tape 48mmx75m,2018,7,3,7,156,468,2,0
31119,539,17940,Developer joke mug - when your hammer is C++ (White),2018,7,3,7,1,13,2,0
31120,1006,10714,DBA joke mug - daaaaaa-ta (Black),2018,7,3,7,10,130,4,0
31121,1006,10714,USB food flash drive - dessert 10 drive variety pack,2018,7,3,9,8,1920,4,0
31122,1006,10714,Plush shark slippers (Gray) XL,2018,7,3,7,7,224,4,0
31123,1006,10714,Black and orange handle with care despatch tape  48mmx75m,2018,7,3,7,192,768,4,0
31124,150,12647,10 mm Double sided bubble wrap 10m,2018,7,3,7,20,300,3,0
31125,150,12647,"""The Gu"" red shirt XML tag t-shirt (Black) 3XL",2018,7,3,7,36,648,3,0
31126,150,12647,Furry gorilla with big eyes slippers (Black) XL,2018,7,3,7,7,224,3,0
31127,976,12430,Developer joke mug - this code was generated by a tool (Black),2018,7,3,7,8,104,2,0
31128,976,12430,Pack of 12 action figures (variety),2018,7,3,9,3,48,2,0
31129,915,12602,32 mm Anti static bubble wrap (Blue) 50m,2018,7,3,7,100,10500,2,0
31130,915,12602,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",2018,7,3,7,60,1080,2,0
31131,152,13675,Furry animal socks (Pink) M,2018,7,3,10,72,360,2,0
31132,152,13675,Express post box 5kg (White) 350x280x130mm,2018,7,3,7,200,200,2,0
31133,986,11881,Plush shark slippers (Gray) L,2018,7,3,7,9,288,5,0
31134,986,11881,Medium sized bubblewrap roll 20m,2018,7,3,7,50,1000,5,0
31135,986,11881,USB food flash drive - banana,2018,7,3,7,10,320,5,0
31136,986,11881,Plush shark slippers (Gray) S,2018,7,3,7,10,320,5,0
31137,986,11881,Halloween zombie mask (Light Brown) S,2018,7,3,7,120,2160,5,0
31138,1001,17055,IT joke mug - hardware: part of the computer that can be kicked (Black),2018,7,3,7,9,117,5,0
31139,1001,17055,"""The Gu"" red shirt XML tag t-shirt (White) L",2018,7,3,7,96,1728,5,0
31140,1001,17055,32 mm Double sided bubble wrap 50m,2018,7,3,7,60,6720,5,0
31141,1001,17055,"""The Gu"" red shirt XML tag t-shirt (Black) L",2018,7,3,7,24,432,5,0
31142,1001,17055,RC toy sedan car with remote control (Yellow) 1/50 scale,2018,7,3,7,10,250,5,0
31143,415,10858,"""The Gu"" red shirt XML tag t-shirt (White) 7XL",2018,7,3,7,84,1512,4,0
31144,415,10858,Ride on big wheel monster truck (Black) 1/12 scale,2018,7,3,7,7,2415,4,0
31145,415,10858,"Developer joke mug - (hip, hip, array) (Black)",2018,7,3,7,8,104,4,0
31146,415,10858,32 mm Double sided bubble wrap 10m,2018,7,3,7,80,1760,4,0
31147,970,11486,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2018,7,3,7,36,648,4,0
31148,970,11486,Express post box 5kg (White) 350x280x130mm,2018,7,3,7,50,50,4,0
31149,970,11486,IT joke mug - that behavior is by design (White),2018,7,3,7,10,130,4,0
31150,970,11486,DBA joke mug - daaaaaa-ta (White),2018,7,3,7,6,78,4,0
31151,805,15006,Furry gorilla with big eyes slippers (Black) XL,2018,7,3,7,3,96,3,0
31152,805,15006,32 mm Anti static bubble wrap (Blue) 50m,2018,7,3,7,70,7350,3,0
31153,805,15006,DBA joke mug - SELECT caffeine FROM mug (White),2018,7,3,7,1,13,3,0
31154,453,19356,DBA joke mug - I will get you in order (Black),2018,7,3,7,9,117,2,0
31155,453,19356,Superhero action jacket (Blue) M,2018,7,3,7,6,180,2,0
31156,846,14756,Permanent marker black 5mm nib (Black) 5mm,2018,7,3,7,72,216,3,0
31157,846,14756,Ride on toy sedan car (Yellow) 1/12 scale,2018,7,3,7,9,2070,3,0
31158,846,14756,Developer joke mug - a foo walks into a bar (Black),2018,7,3,7,7,91,3,0
31159,598,17006,Developer joke mug - inheritance is the OO way to become wealthy (White),2018,7,3,7,7,91,3,0
31160,598,17006,Black and orange glass with care despatch tape  48mmx100m,2018,7,3,7,192,768,3,0
31161,598,17006,Developer joke mug - when your hammer is C++ (White),2018,7,3,7,10,130,3,0
31162,897,16801,Ride on toy sedan car (Pink) 1/12 scale,2018,7,3,7,8,1840,2,0
31163,897,16801,Clear packaging tape 48mmx75m,2018,7,3,7,26,78,2,0
31164,49,17439,Void fill 200 L bag (White) 200L,2018,7,3,7,40,1000,3,0
31165,49,17439,Shipping carton (Brown) 356x356x279mm,2018,7,3,7,75,150,3,0
31166,49,17439,USB food flash drive - sushi roll,2018,7,3,7,5,160,3,0
31167,844,17710,Developer joke mug - a foo walks into a bar (White),2018,7,3,7,6,78,4,0
31168,844,17710,Developer joke mug - old C developers never die (White),2018,7,3,7,5,65,4,0
31169,844,17710,Alien officer hoodie (Black) XL,2018,7,3,7,2,70,4,0
31170,844,17710,Bubblewrap dispenser (Black) 1.5m,2018,7,3,7,9,2160,4,0
31171,816,11141,IT joke mug - hardware: part of the computer that can be kicked (Black),2018,7,3,7,6,78,3,0
31172,816,11141,DBA joke mug - it depends (White),2018,7,3,7,5,65,3,0
31173,816,11141,DBA joke mug - I will get you in order (White),2018,7,3,7,3,39,3,0
31174,122,18102,Black and yellow heavy despatch tape 48mmx100m,2018,7,3,7,144,576,3,0
31175,122,18102,Bubblewrap dispenser (Red) 1.5m,2018,7,3,7,8,1920,3,0
31176,122,18102,32 mm Anti static bubble wrap (Blue) 20m,2018,7,3,7,80,3840,3,0
31177,121,11532,Ride on toy sedan car (Green) 1/12 scale,2018,7,3,7,9,2070,2,0
31178,121,11532,Ride on vintage American toy coupe (Black) 1/12 scale,2018,7,3,7,10,2850,2,0
31179,556,19060,Halloween zombie mask (Light Brown) S,2018,7,3,7,120,2160,3,0
31180,556,19060,"""The Gu"" red shirt XML tag t-shirt (Black) XXS",2018,7,3,7,24,432,3,0
31181,556,19060,IT joke mug - that behavior is by design (White),2018,7,3,7,4,52,3,0
31182,101,17528,RC toy sedan car with remote control (Yellow) 1/50 scale,2018,7,3,7,3,75,5,0
31183,101,17528,3 kg Courier post bag (White) 300x190x95mm,2018,7,3,7,100,100,5,0
31184,101,17528,Halloween skull mask (Gray) XL,2018,7,3,7,96,1728,5,0
31185,101,17528,Express post box 5kg (White) 350x280x130mm,2018,7,3,7,200,200,5,0
31186,101,17528,Superhero action jacket (Blue) XS,2018,7,3,7,7,175,5,0
31187,20,15902,Tape dispenser (Red),2018,7,4,7,90,2880,1,0
31188,50,10657,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",2018,7,4,7,36,648,1,0
31189,17,11769,"""The Gu"" red shirt XML tag t-shirt (Black) XL",2018,7,4,7,48,864,1,0
31190,27,14763,DBA joke mug - it depends (White),2018,7,4,7,2,26,2,0
31191,27,14763,Superhero action jacket (Blue) 3XL,2018,7,4,7,4,136,2,0
31192,878,19782,Plush shark slippers (Gray) M,2018,7,4,7,5,160,5,0
31193,878,19782,Developer joke mug - fun was unexpected at this time (Black),2018,7,4,7,8,104,5,0
31194,878,19782,"Developer joke mug - (hip, hip, array) (Black)",2018,7,4,7,4,52,5,0
31195,878,19782,Developer joke mug - fun was unexpected at this time (White),2018,7,4,7,9,117,5,0
31196,878,19782,Void fill 200 L bag (White) 200L,2018,7,4,7,60,1500,5,0
31197,899,16919,DBA joke mug - I will get you in order (Black),2018,7,4,7,5,65,3,0
31198,899,16919,USB rocket launcher (Gray),2018,7,4,7,8,200,3,0
31199,899,16919,Permanent marker blue 5mm nib (Blue) 5mm,2018,7,4,7,36,108,3,0
31200,36,14731,"""The Gu"" red shirt XML tag t-shirt (White) 4XL",2018,7,4,7,72,1296,3,0
31201,36,14731,RC vintage American toy coupe with remote control (Black) 1/50 scale,2018,7,4,7,10,300,3,0
31202,36,14731,Void fill 300 L bag (White) 300L,2018,7,4,7,90,3420,3,0
31203,848,12572,10 mm Anti static bubble wrap (Blue) 50m,2018,7,4,7,90,8910,5,0
31204,848,12572,Black and orange glass with care despatch tape  48mmx100m,2018,7,4,7,168,672,5,0
31205,848,12572,DBA joke mug - daaaaaa-ta (Black),2018,7,4,7,5,65,5,0
31206,848,12572,DBA joke mug - you might be a DBA if (Black),2018,7,4,7,3,39,5,0
31207,848,12572,Plush shark slippers (Gray) M,2018,7,4,7,9,288,5,0
31208,870,19719,Black and orange fragile despatch tape 48mmx100m,2018,7,4,7,324,1296,3,0
31209,870,19719,32 mm Anti static bubble wrap (Blue) 50m,2018,7,4,7,60,6300,3,0
31210,870,19719,Developer joke mug - there are 10 types of people in the world (White),2018,7,4,7,3,39,3,0
31211,905,12941,10 mm Double sided bubble wrap 50m,2018,7,4,7,80,8400,5,0
31212,905,12941,10 mm Anti static bubble wrap (Blue) 50m,2018,7,4,7,70,6930,5,0
31213,905,12941,"""The Gu"" red shirt XML tag t-shirt (White) XXL",2018,7,4,7,120,2160,5,0
31214,905,12941,32 mm Double sided bubble wrap 10m,2018,7,4,7,90,1980,5,0
31215,905,12941,Large  replacement blades 18mm,2018,7,4,7,40,160,5,0
31216,998,11372,Superhero action jacket (Blue) 4XL,2018,7,4,7,8,272,3,0
31217,998,11372,Halloween skull mask (Gray) S,2018,7,4,7,120,2160,3,0
31218,998,11372,Bubblewrap dispenser (Black) 1.5m,2018,7,4,7,5,1200,3,0
31219,425,11754,Pack of 12 action figures (male),2018,7,4,9,2,32,4,0
31220,425,11754,Air cushion film 200mmx200mm 325m,2018,7,4,7,4,360,4,0
31221,425,11754,Superhero action jacket (Blue) XL,2018,7,4,7,6,180,4,0
31222,425,11754,Dinosaur battery-powered slippers (Green) S,2018,7,4,7,3,96,4,0
31223,829,14424,Ride on toy sedan car (Red) 1/12 scale,2018,7,4,7,10,2300,3,0
31224,829,14424,20 mm Anti static bubble wrap (Blue) 20m,2018,7,4,7,100,4500,3,0
31225,829,14424,USB food flash drive - cookie,2018,7,4,7,6,192,3,0
31226,861,18761,USB food flash drive - pizza slice,2018,7,4,7,1,32,4,0
31227,861,18761,Superhero action jacket (Blue) M,2018,7,4,7,2,60,4,0
31228,861,18761,Air cushion film 200mmx100mm 325m,2018,7,4,7,3,261,4,0
31229,861,18761,"""The Gu"" red shirt XML tag t-shirt (White) L",2018,7,4,7,48,864,4,0
31230,518,17290,DBA joke mug - daaaaaa-ta (Black),2018,7,4,7,9,117,2,0
31231,518,17290,Animal with big feet slippers (Brown) S,2018,7,4,7,1,32,2,0
31232,910,14089,Furry gorilla with big eyes slippers (Black) XL,2018,7,4,7,9,288,2,0
31233,910,14089,Black and yellow heavy despatch tape 48mmx100m,2018,7,4,7,72,288,2,0
31234,421,12012,RC big wheel monster truck with remote control (Black) 1/50 scale,2018,7,4,7,5,225,2,0
31235,421,12012,RC toy sedan car with remote control (Blue) 1/50 scale,2018,7,4,7,7,175,2,0
31236,85,10799,Permanent marker black 5mm nib (Black) 5mm,2018,7,4,7,84,252,2,0
31237,85,10799,Ride on big wheel monster truck (Black) 1/12 scale,2018,7,4,7,7,2415,2,0
31238,804,16125,Developer joke mug - there are 10 types of people in the world (White),2018,7,4,7,1,13,4,0
31239,804,16125,Black and yellow heavy despatch tape 48mmx100m,2018,7,4,7,168,672,4,0
31240,804,16125,Shipping carton (Brown) 413x285x187mm,2018,7,4,7,100,100,4,0
31241,804,16125,Developer joke mug - fun was unexpected at this time (White),2018,7,4,7,6,78,4,0
31242,449,18540,"""The Gu"" red shirt XML tag t-shirt (White) 3XS",2018,7,4,7,36,648,3,0
31243,449,18540,"""The Gu"" red shirt XML tag t-shirt (White) 4XL",2018,7,4,7,24,432,3,0
31244,449,18540,Animal with big feet slippers (Brown) L,2018,7,4,7,7,224,3,0
31245,851,17021,Black and orange this way up despatch tape  48mmx100m,2018,7,4,7,240,960,2,0
31246,851,17021,Furry gorilla with big eyes slippers (Black) XL,2018,7,4,7,2,64,2,0
31247,888,10222,USB food flash drive - shrimp cocktail,2018,7,4,7,7,224,2,0
31248,888,10222,USB food flash drive - dim sum 10 drive variety pack,2018,7,4,9,7,1680,2,0
31249,112,15488,USB rocket launcher (Gray),2018,7,4,7,2,50,1,0
31250,922,10156,Black and orange this way up despatch tape  48mmx100m,2018,7,4,7,144,576,2,0
31251,922,10156,RC vintage American toy coupe with remote control (Black) 1/50 scale,2018,7,4,7,4,120,2,0
31252,530,19111,Air cushion film 200mmx100mm 325m,2018,7,4,7,2,174,3,0
31253,530,19111,Black and orange handle with care despatch tape  48mmx75m,2018,7,4,7,240,960,3,0
31254,530,19111,Shipping carton (Brown) 413x285x187mm,2018,7,4,7,175,175,3,0
31255,542,18471,Tape dispenser (Blue),2018,7,4,7,10,320,4,0
31256,542,18471,Black and orange handle with care despatch tape  48mmx100m,2018,7,4,7,96,384,4,0
31257,542,18471,USB food flash drive - hot dog,2018,7,4,7,4,128,4,0
31258,542,18471,"""The Gu"" red shirt XML tag t-shirt (Black) L",2018,7,4,7,108,1944,4,0
31259,824,10603,3 kg Courier post bag (White) 300x190x95mm,2018,7,4,7,175,175,3,0
31260,824,10603,Dinosaur battery-powered slippers (Green) M,2018,7,4,7,7,224,3,0
31261,824,10603,DBA joke mug - you might be a DBA if (Black),2018,7,4,7,5,65,3,0
31262,540,19033,USB food flash drive - pizza slice,2018,7,4,7,3,96,2,0
31263,540,19033,Superhero action jacket (Blue) L,2018,7,4,7,1,30,2,0
31264,936,15283,32 mm Double sided bubble wrap 50m,2018,7,4,7,80,8960,5,0
31265,936,15283,Furry animal socks (Pink) XL,2018,7,4,10,108,540,5,0
31266,936,15283,"""The Gu"" red shirt XML tag t-shirt (White) 3XS",2018,7,4,7,24,432,5,0
31267,936,15283,Developer joke mug - fun was unexpected at this time (Black),2018,7,4,7,1,13,5,0
31268,936,15283,Void fill 300 L bag (White) 300L,2018,7,4,7,60,2280,5,0
31269,547,14202,Shipping carton (Brown) 457x457x457mm,2018,7,4,7,225,450,5,0
31270,547,14202,USB food flash drive - hamburger,2018,7,4,7,3,96,5,0
31271,547,14202,Ride on vintage American toy coupe (Black) 1/12 scale,2018,7,4,7,9,2565,5,0
31272,547,14202,Superhero action jacket (Blue) XXS,2018,7,4,7,7,175,5,0
31273,547,14202,Black and orange glass with care despatch tape  48mmx100m,2018,7,4,7,120,480,5,0
31274,479,16676,Shipping carton (Brown) 356x229x229mm,2018,7,4,7,100,100,3,0
31275,479,16676,Animal with big feet slippers (Brown) L,2018,7,4,7,1,32,3,0
31276,479,16676,Permanent marker blue 5mm nib (Blue) 5mm,2018,7,4,7,96,288,3,0
31277,542,18938,Packing knife with metal insert blade (Yellow) 18mm,2018,7,4,7,25,50,3,0
31278,542,18938,Permanent marker black 5mm nib (Black) 5mm,2018,7,4,7,120,360,3,0
31279,542,18938,"""The Gu"" red shirt XML tag t-shirt (White) 7XL",2018,7,4,7,12,216,3,0
31280,479,18234,Halloween skull mask (Gray) XL,2018,7,4,7,120,2160,3,0
31281,479,18234,Developer joke mug - when your hammer is C++ (Black),2018,7,4,7,4,52,3,0
31282,479,18234,Large  replacement blades 18mm,2018,7,4,7,30,120,3,0
31283,45,10865,RC vintage American toy coupe with remote control (Black) 1/50 scale,2018,7,4,7,2,60,5,0
31284,45,10865,Animal with big feet slippers (Brown) S,2018,7,4,7,2,64,5,0
31285,45,10865,Ogre battery-powered slippers (Green) XL,2018,7,4,7,6,192,5,0
31286,45,10865,Halloween zombie mask (Light Brown) L,2018,7,4,7,84,1512,5,0
31287,45,10865,Ride on toy sedan car (Green) 1/12 scale,2018,7,4,7,6,1380,5,0
31288,879,12338,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",2018,7,4,7,84,1512,3,0
31289,879,12338,Void fill 200 L bag (White) 200L,2018,7,4,7,10,250,3,0
31290,879,12338,Superhero action jacket (Blue) 4XL,2018,7,4,7,10,340,3,0
31291,172,19161,"""The Gu"" red shirt XML tag t-shirt (White) XXL",2018,7,4,7,36,648,2,0
31292,172,19161,Alien officer hoodie (Black) XL,2018,7,4,7,8,280,2,0
31293,919,16124,"Developer joke mug - (hip, hip, array) (White)",2018,7,4,7,9,117,4,0
31294,919,16124,Shipping carton (Brown) 305x305x305mm,2018,7,4,7,175,700,4,0
31295,919,16124,Furry gorilla with big eyes slippers (Black) S,2018,7,4,7,10,320,4,0
31296,919,16124,Halloween skull mask (Gray) M,2018,7,4,7,96,1728,4,0
31297,953,18224,"Developer joke mug - (hip, hip, array) (Black)",2018,7,4,7,10,130,2,0
31298,953,18224,Alien officer hoodie (Black) 3XL,2018,7,4,7,6,210,2,0
31299,43,12923,Developer joke mug - that's a hardware problem (White),2018,7,4,7,10,130,3,0
31300,43,12923,Developer joke mug - a foo walks into a bar (Black),2018,7,4,7,10,130,3,0
31301,43,12923,DBA joke mug - it depends (White),2018,7,4,7,6,78,3,0
31302,568,11722,Bubblewrap dispenser (Red) 1.5m,2018,7,4,7,4,960,3,0
31303,568,11722,Halloween skull mask (Gray) M,2018,7,4,7,96,1728,3,0
31304,568,11722,Superhero action jacket (Blue) 4XL,2018,7,4,7,10,340,3,0
31305,518,15516,Superhero action jacket (Blue) XXS,2018,7,4,7,2,50,5,0
31306,518,15516,Ride on toy sedan car (Blue) 1/12 scale,2018,7,4,7,3,690,5,0
31307,518,15516,Shipping carton (Brown) 457x457x457mm,2018,7,4,7,200,400,5,0
31308,518,15516,"""The Gu"" red shirt XML tag t-shirt (White) XL",2018,7,4,7,72,1296,5,0
31309,518,15516,Shipping carton (Brown) 457x279x279mm,2018,7,4,7,175,175,5,0
31310,151,15346,Black and yellow heavy despatch tape  48mmx75m,2018,7,4,7,144,576,4,0
31311,151,15346,USB food flash drive - hamburger,2018,7,4,7,1,32,4,0
31312,151,15346,DBA joke mug - two types of DBAs (Black),2018,7,4,7,7,91,4,0
31313,151,15346,Developer joke mug - this code was generated by a tool (White),2018,7,4,7,7,91,4,0
31314,490,17048,Shipping carton (Brown) 413x285x187mm,2018,7,4,7,125,125,5,0
31315,490,17048,20 mm Double sided bubble wrap 20m,2018,7,4,7,70,2310,5,0
31316,490,17048,RC big wheel monster truck with remote control (Black) 1/50 scale,2018,7,4,7,2,90,5,0
31317,490,17048,Ride on toy sedan car (Blue) 1/12 scale,2018,7,4,7,4,920,5,0
31318,490,17048,IT joke mug - that behavior is by design (Black),2018,7,4,7,8,104,5,0
31319,981,18127,Superhero action jacket (Blue) S,2018,7,4,7,4,100,4,0
31320,981,18127,"""The Gu"" red shirt XML tag t-shirt (Black) 3XS",2018,7,4,7,84,1512,4,0
31321,981,18127,Tape dispenser (Blue),2018,7,4,7,20,640,4,0
31322,981,18127,DBA joke mug - two types of DBAs (Black),2018,7,4,7,2,26,4,0
31323,842,10950,Animal with big feet slippers (Brown) M,2018,7,4,7,1,32,4,0
31324,842,10950,Black and orange this way up despatch tape 48mmx75m,2018,7,4,7,96,384,4,0
31325,842,10950,IT joke mug - hardware: part of the computer that can be kicked (White),2018,7,4,7,2,26,4,0
31326,842,10950,USB food flash drive - cookie,2018,7,4,7,4,128,4,0
31327,169,17636,RC toy sedan car with remote control (Pink) 1/50 scale,2018,7,4,7,8,200,4,0
31328,169,17636,Halloween zombie mask (Light Brown) XL,2018,7,4,7,84,1512,4,0
